season,week,team,season_type,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,total_off_points,total_def_points,extra_point,field_goal,kickoff,no_play,pass_snaps,punt,qb_kneel,qb_spike,rush_snaps,offense_snaps,st_snaps,rush_pct,pass_pct,home_win,home_loss,home_tie,away_win,away_loss,away_tie,win,loss,tie,record,win_pct,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds
2023,18,ATL,REG,52,11,36,1,396,32,25,7,318,205,318,233,25,78,2,11,3,4,7,0,1,0,2,0,2,1,1,0,1,0,17,0,2,1,9,2,35,5,0,0,25,60,17,0.42,0.58,0,0,0,0,1,0,7,10,0,'7-10-0,0.412,205,205,25,2,32,6.6,6.406,0.851,1.032,0.781,0.062,0.062,9.94,0.062,9.94,6.41,12.72,0,3.12,82,4,0.05,714,8.71,51.94117647,9.235294118,35.41176471,2.058823529,349.0588235,30.17647059,19.23529412,10.94117647,222.0588235,255.5882353,222.0588235,104.0588235,30.76470588,127,2.764705882,10.64705882,7.117647059,5.294117647,7.941176471,0.470588235,0.647058824,0.823529412,1,0.117647059,1,1.411764706,0.647058824,0.823529412,0.588235294,0.176470588
2023,1,BAL,REG,57,8,31,5,279,21,17,4,169,102,169,84,33,110,1,8,7,8,7,0,0,3,0,0,1,2,1,1,1,0,25,0,2,1,3,9,26,5,0,0,33,59,11,0.56,0.44,1,0,0,0,0,0,1,0,0,'1-0-0,1,102,102,17,0,21,4.73,4.857,0.296,0.656,0.81,0.048,0,8.05,0,8.05,4.86,9.94,0.091,3.33,71,3,0.04,448,6.31,57,8,31,5,279,21,17,4,169,102,169,84,33,110,1,8,7,8,7,0,0,3,0,0,1,2,1,1,1,0
2023,2,BAL,REG,59,9,40,8,415,33,24,9,237,300,237,78,37,178,1,12,11,9,5,0,0,2,2,0,0,0,0,0,0,0,33,0,3,3,5,6,33,2,1,0,36,70,13,0.51,0.47,0,0,0,1,0,0,2,0,0,'2-0-0,1,300,300,24,2,33,5.93,9.091,0.87,1.031,0.727,0,0.061,7.18,0.061,7.18,9.09,9.88,0.054,4.81,94,6,0.06,652,6.94,58,8.5,35.5,6.5,347,27,20.5,6.5,203,201,203,81,35,144,1,10,9,8.5,6,0,0,2.5,1,0,0.5,1,0.5,0.5,0.5,0
2023,3,BAL,REG,63,3,40,5,388,31,22,9,202,199,202,92,37,186,4,7,12,6,10,0,1,2,0,0,0,4,2,3,1,0,17,0,2,2,7,1,35,7,0,0,37,72,18,0.51,0.49,0,1,0,0,0,0,2,1,0,'2-1-0,0.667,199,199,22,0,31,5.39,6.419,0.577,0.969,0.71,0,0,6.52,0,6.52,6.42,9.18,0.054,5.03,90,2,0.02,590,6.56,59.66666667,6.666666667,37,6,360.6666667,28.33333333,21,7.333333333,202.6666667,200.3333333,202.6666667,84.66666667,35.66666667,158,2,9,10,7.666666667,7.333333333,0,0.333333333,2.333333333,0.666666667,0,0.333333333,2,1,1.333333333,0.666666667,0
2023,4,BAL,REG,54,1,26,4,317,19,15,4,186,120,186,85,33,131,5,8,7,4,8,1,0,2,2,0,0,2,1,0,2,0,28,0,4,0,2,6,22,7,0,0,33,55,13,0.6,0.4,0,0,0,1,0,0,3,1,0,'3-1-0,0.75,120,120,15,2,19,5.76,6.316,0.348,0.594,0.789,0,0.105,9.79,0.105,9.79,6.32,12.4,0.061,3.97,67,6,0.09,503,7.51,58.25,5.25,34.25,5.5,349.75,26,19.5,6.5,198.5,180.25,198.5,84.75,35,151.25,2.75,8.75,9.25,6.75,7.5,0.25,0.25,2.25,1,0,0.25,2,1,1,1,0
2023,5,BAL,REG,65,5,45,4,361,37,22,15,236,422,236,68,25,125,1,11,7,5,9,0,2,1,0,1,1,4,3,4,1,2,10,0,1,1,5,3,42,5,0,0,25,67,12,0.37,0.63,0,0,0,0,1,0,3,2,0,'3-2-0,0.6,422,422,22,0,37,5.39,11.405,1.223,1.156,0.595,0.027,0,6.38,0,6.38,11.41,10.73,0.04,5,84,1,0.01,597,7.11,59.6,5.2,36.4,5.2,352,28.2,20,8.2,206,228.6,206,81.4,33,146,2.4,9.2,8.8,6.4,7.8,0.2,0.6,2,0.8,0.2,0.4,2.4,1.4,1.6,1,0.4
2023,6,BAL,REG,60,5,37,6,362,29,21,8,223,227,223,123,39,139,3,9,9,8,8,0,0,0,1,0,1,1,1,0,1,0,24,0,1,6,5,1,31,3,1,0,38,70,15,0.54,0.44,0,0,0,1,0,0,4,2,0,'4-2-0,0.667,227,227,21,1,29,5.17,7.828,0.658,0.906,0.724,0.034,0.034,7.69,0.034,7.69,7.83,10.62,0,3.56,89,2,0.02,585,6.57,59.66666667,5.166666667,36.5,5.333333333,353.6666667,28.33333333,20.16666667,8.166666667,208.8333333,228.3333333,208.8333333,88.33333333,34,144.8333333,2.5,9.166666667,8.833333333,6.666666667,7.833333333,0.166666667,0.5,1.666666667,0.833333333,0.166666667,0.5,2.166666667,1.333333333,1.333333333,1,0.333333333
2023,7,BAL,REG,54,2,33,5,503,28,21,7,357,247,357,195,27,146,1,15,7,4,4,1,0,2,3,0,0,1,1,0,1,0,38,0,5,1,2,5,28,2,1,0,26,55,10,0.47,0.51,1,0,0,0,0,0,5,2,0,'5-2-0,0.714,247,247,21,3,28,9.15,8.821,0.716,0.875,0.75,0,0.107,12.75,0.107,12.75,8.82,17,0.074,5.41,76,8,0.11,860,11.32,58.85714286,4.714285714,36,5.285714286,375,28.28571429,20.28571429,8,230,231,230,103.5714286,33,145,2.285714286,10,8.571428571,6.285714286,7.285714286,0.285714286,0.428571429,1.714285714,1.142857143,0.142857143,0.428571429,2,1.285714286,1.142857143,1,0.285714286
2023,8,BAL,REG,52,3,32,1,287,27,18,9,157,160,157,85,29,130,1,8,9,4,7,0,0,3,1,0,0,1,0,1,0,0,31,0,4,2,5,6,31,5,1,0,28,60,16,0.47,0.52,0,0,0,1,0,0,6,2,0,'6-2-0,0.75,160,160,18,1,27,4.78,5.926,0.464,0.844,0.667,0,0.037,5.81,0.037,5.81,5.93,8.72,0.103,4.48,74,5,0.07,444,6,58,4.5,35.5,4.75,364,28.125,20,8.125,220.875,222.125,220.875,101.25,32.5,143.125,2.125,9.75,8.625,6,7.25,0.25,0.375,1.875,1.125,0.125,0.375,1.875,1.125,1.125,0.875,0.25
2023,9,BAL,REG,70,7,37,4,523,33,26,7,225,268,225,94,41,298,3,11,16,6,7,1,1,3,1,0,0,3,2,2,1,0,37,0,4,3,2,4,33,2,2,1,39,75,11,0.52,0.44,1,0,0,0,0,0,7,2,0,'7-2-0,0.778,268,268,26,1,33,6.97,8.121,0.777,1.031,0.788,0,0.03,6.82,0.03,6.82,8.12,8.65,0.073,7.27,100,5,0.05,748,7.48,59.33333333,4.777777778,35.66666667,4.666666667,381.6666667,28.66666667,20.66666667,8,221.3333333,227.2222222,221.3333333,100.4444444,33.44444444,160.3333333,2.222222222,9.888888889,9.444444444,6,7.222222222,0.333333333,0.444444444,2,1.111111111,0.111111111,0.333333333,2,1.222222222,1.222222222,0.888888889,0.222222222
2023,10,BAL,REG,45,2,30,4,329,21,13,8,223,240,223,116,24,106,3,9,3,2,6,0,0,2,1,0,2,1,1,0,1,0,26,6,4,2,7,9,26,3,0,0,24,50,16,0.48,0.52,0,1,0,0,0,0,7,3,0,'7-3-0,0.7,240,240,13,1,21,6.58,11.429,0.696,0.656,0.619,0.095,0.048,10.62,0.048,10.62,11.43,17.15,0.083,4.42,58,4,0.07,552,9.52,57.9,4.5,35.1,4.6,376.4,27.9,19.9,8,221.5,228.5,221.5,102,32.5,154.9,2.3,9.8,8.8,5.6,7.1,0.3,0.4,2,1.1,0.1,0.5,1.9,1.2,1.1,0.9,0.2
2023,11,BAL,REG,55,5,33,4,421,26,16,10,264,305,264,150,31,157,2,9,10,6,6,0,0,2,2,0,0,1,0,1,0,0,34,0,4,2,5,7,29,4,0,0,31,60,15,0.52,0.48,1,0,0,0,0,0,8,3,0,'8-3-0,0.727,305,305,16,2,26,7.02,11.731,0.884,0.812,0.615,0,0.077,10.15,0.077,10.15,11.73,16.5,0.065,5.06,73,6,0.08,685,9.38,57.63636364,4.545454545,34.90909091,4.545454545,380.4545455,27.72727273,19.54545455,8.181818182,225.3636364,235.4545455,225.3636364,106.3636364,32.36363636,155.0909091,2.272727273,9.727272727,8.909090909,5.636363636,7,0.272727273,0.363636364,2,1.181818182,0.090909091,0.454545455,1.818181818,1.090909091,1.090909091,0.818181818,0.181818182
2023,12,BAL,REG,64,6,36,2,374,32,18,14,177,170,177,120,35,197,1,9,10,4,9,1,2,1,1,0,0,1,0,1,0,0,20,0,2,3,3,5,34,3,2,0,33,69,11,0.48,0.49,0,0,0,1,0,0,9,3,0,'9-3-0,0.75,170,170,18,1,32,5.42,5.312,0.493,1,0.562,0,0.031,5.53,0.031,5.53,5.31,9.83,0.029,5.63,85,3,0.04,551,6.48,58.16666667,4.666666667,35,4.333333333,379.9166667,28.08333333,19.41666667,8.666666667,221.3333333,230,221.3333333,107.5,32.58333333,158.5833333,2.166666667,9.666666667,9,5.5,7.166666667,0.333333333,0.5,1.916666667,1.166666667,0.083333333,0.416666667,1.75,1,1.083333333,0.75,0.166666667
2023,14,BAL,REG,64,6,54,8,455,42,24,18,316,546,316,107,26,139,1,17,6,4,8,0,0,0,3,1,1,3,0,0,3,1,31,0,2,3,8,1,46,4,1,0,25,72,17,0.35,0.64,1,0,0,0,0,0,10,3,0,'10-3-0,0.769,546,546,24,3,42,6.32,13,1.583,1.312,0.571,0.024,0.071,7.52,0.071,7.52,13,13.17,0,5.35,92,6,0.07,771,8.38,58.61538462,4.769230769,36.46153846,4.615384615,385.6923077,29.15384615,19.76923077,9.384615385,228.6153846,254.3076923,228.6153846,107.4615385,32.07692308,157.0769231,2.076923077,10.23076923,8.769230769,5.384615385,7.230769231,0.307692308,0.461538462,1.769230769,1.307692308,0.153846154,0.461538462,1.846153846,0.923076923,1,0.923076923,0.230769231
2023,15,BAL,REG,50,5,31,4,422,23,14,9,171,193,171,72,42,251,0,9,14,5,7,1,0,1,1,0,1,0,0,0,0,0,23,0,2,3,2,3,27,3,0,0,42,69,10,0.61,0.39,0,0,0,1,0,0,11,3,0,'11-3-0,0.786,193,193,14,1,23,6.12,8.391,0.559,0.719,0.609,0.043,0.043,7.43,0.043,7.43,8.39,12.21,0.024,5.98,79,3,0.04,593,7.51,58,4.785714286,36.07142857,4.571428571,388.2857143,28.71428571,19.35714286,9.357142857,224.5,249.9285714,224.5,104.9285714,32.78571429,163.7857143,1.928571429,10.14285714,9.142857143,5.357142857,7.214285714,0.357142857,0.428571429,1.714285714,1.285714286,0.142857143,0.5,1.714285714,0.857142857,0.928571429,0.857142857,0.214285714
2023,16,BAL,REG,60,4,39,2,354,35,23,12,252,171,252,148,26,102,4,14,4,4,7,1,0,1,2,1,0,0,0,0,0,0,33,0,3,4,4,7,37,3,1,0,25,63,14,0.4,0.59,0,0,0,1,0,0,12,3,0,'12-3-0,0.8,171,171,23,2,35,5.62,4.886,0.496,1.094,0.657,0,0.057,7.2,0.057,7.2,4.89,10.96,0.038,3.92,84,5,0.06,606,7.21,58.13333333,4.733333333,36.26666667,4.4,386,29.13333333,19.6,9.533333333,226.3333333,244.6666667,226.3333333,107.8,32.33333333,159.6666667,2.066666667,10.4,8.8,5.266666667,7.2,0.4,0.4,1.666666667,1.333333333,0.2,0.466666667,1.6,0.8,0.866666667,0.8,0.2
2023,17,BAL,REG,42,0,26,3,500,22,19,3,340,249,340,157,32,160,3,15,8,4,3,1,0,2,6,0,0,1,1,1,0,0,56,0,8,0,5,6,23,2,2,0,30,55,15,0.55,0.42,1,0,0,0,0,0,13,3,0,'13-3-0,0.812,249,249,19,6,22,9.09,11.318,0.722,0.688,0.864,0,0.273,15.45,0.273,15.45,11.32,17.89,0.062,5,73,14,0.19,840,11.51,57.125,4.4375,35.625,4.3125,393.125,28.6875,19.5625,9.125,233.4375,244.9375,233.4375,110.875,32.3125,159.6875,2.125,10.6875,8.75,5.1875,6.9375,0.4375,0.375,1.6875,1.625,0.1875,0.4375,1.5625,0.8125,0.875,0.75,0.1875
2023,18,BAL,REG,51,7,38,6,252,28,15,13,146,170,146,53,25,106,2,9,4,4,9,1,0,0,1,0,0,3,2,2,1,0,10,0,1,1,4,2,32,7,1,0,24,57,13,0.42,0.56,0,1,0,0,0,0,13,4,0,'13-4-0,0.765,170,170,15,1,28,4.42,6.071,0.493,0.875,0.536,0,0.036,5.21,0.036,5.21,6.07,9.73,0,4.24,68,2,0.03,398,5.85,56.76470588,4.588235294,35.76470588,4.411764706,384.8235294,28.64705882,19.29411765,9.352941176,228.2941176,240.5294118,228.2941176,107.4705882,31.88235294,156.5294118,2.117647059,10.58823529,8.470588235,5.117647059,7.058823529,0.470588235,0.352941176,1.588235294,1.588235294,0.176470588,0.411764706,1.647058824,0.882352941,0.941176471,0.764705882,0.176470588
2023,1,BUF,REG,65,17,49,4,333,38,29,9,236,338,236,132,22,97,3,11,8,5,8,0,0,1,1,0,3,1,1,1,1,0,22,0,1,3,6,3,45,3,0,1,22,68,13,0.32,0.66,0,0,0,0,1,0,0,1,0,'0-1-0,0,338,338,29,1,38,4.9,8.895,1.105,1.31,0.763,0.079,0.026,6.21,0.026,6.21,8.89,8.14,0.045,4.41,89,3,0.03,569,6.39,65,17,49,4,333,38,29,9,236,338,236,132,22,97,3,11,8,5,8,0,0,1,1,0,3,1,1,1,1,0
2023,2,BUF,REG,51,5,39,1,457,37,31,6,274,171,274,153,35,183,2,17,10,7,6,3,1,2,3,0,0,0,0,0,0,0,38,0,5,1,3,5,39,1,2,0,33,74,10,0.45,0.53,1,0,0,0,0,0,1,1,0,'1-1-0,0.5,171,171,31,3,37,6.18,4.622,0.559,1.276,0.838,0,0.081,7.41,0.081,7.41,4.62,8.84,0.057,5.23,103,8,0.08,731,7.1,58,11,44,2.5,395,37.5,30,7.5,255,254.5,255,142.5,28.5,140,2.5,14,9,6,7,1.5,0.5,1.5,2,0,1.5,0.5,0.5,0.5,0.5,0
2023,3,BUF,REG,44,2,35,5,386,31,20,11,218,306,218,77,33,168,2,10,10,9,6,0,1,2,1,0,1,0,0,0,0,0,31,0,4,3,2,4,32,1,2,0,31,65,10,0.48,0.49,0,0,0,1,0,0,2,1,0,'2-1-0,0.667,306,306,20,1,31,5.94,9.871,1,1.069,0.645,0.032,0.032,7.03,0.032,7.03,9.87,10.9,0.061,5.09,84,4,0.05,604,7.19,53.33333333,8,41,3.333333333,392,35.33333333,26.66666667,8.666666667,242.6666667,271.6666667,242.6666667,120.6666667,30,149.3333333,2.333333333,12.66666667,9.333333333,7,6.666666667,1,0.666666667,1.666666667,1.666666667,0,1.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0
2023,4,BUF,REG,39,5,29,2,424,25,21,4,320,205,320,163,29,104,4,14,8,5,5,0,0,2,4,0,0,0,0,0,0,0,48,0,6,2,4,2,27,2,4,0,25,56,14,0.45,0.48,1,0,0,0,0,0,3,1,0,'3-1-0,0.75,205,205,21,4,25,7.57,8.2,0.67,0.862,0.84,0,0.16,12.8,0.16,12.8,8.2,15.24,0.069,3.59,75,10,0.13,744,9.92,49.75,7.25,38,3,400,32.75,25.25,7.5,262,255,262,131.25,29.75,138,2.75,13,9,6.5,6.25,0.75,0.5,1.75,2.25,0,1,0.25,0.25,0.25,0.25,0
2023,5,BUF,REG,48,17,43,3,388,39,27,12,359,443,359,70,14,29,3,13,3,5,7,0,0,1,2,0,1,1,1,1,0,0,20,0,2,0,5,5,41,6,1,0,13,55,13,0.24,0.75,0,1,0,0,0,0,3,2,0,'3-2-0,0.6,443,443,27,2,39,7.05,11.359,1.448,1.345,0.692,0.026,0.051,9.21,0.051,9.21,11.36,13.3,0.071,2.07,80,5,0.06,747,9.34,49.4,9.2,39,3,397.6,34,25.6,8.4,281.4,292.6,281.4,119,26.6,116.2,2.8,13,7.8,6.2,6.4,0.6,0.4,1.6,2.2,0,1,0.4,0.4,0.4,0.2,0
2023,6,BUF,REG,38,2,32,2,297,29,19,10,169,264,169,68,29,128,2,12,7,6,6,0,0,0,2,0,1,1,1,1,0,0,14,0,2,2,4,4,30,3,0,0,29,59,11,0.49,0.51,1,0,0,0,0,0,4,2,0,'4-2-0,0.667,264,264,19,2,29,5.03,9.103,0.863,1,0.655,0.034,0.069,5.83,0.069,5.83,9.1,8.89,0,4.41,77,4,0.05,466,6.05,47.5,8,37.83333333,2.833333333,380.8333333,33.16666667,24.5,8.666666667,262.6666667,287.8333333,262.6666667,110.5,27,118.1666667,2.666666667,12.83333333,7.666666667,6.166666667,6.333333333,0.5,0.333333333,1.333333333,2.166666667,0,1,0.5,0.5,0.5,0.166666667,0
2023,7,BUF,REG,58,5,46,4,346,40,27,13,265,449,265,123,24,81,1,14,7,5,7,2,1,1,2,0,1,1,1,1,0,0,25,0,2,2,7,8,42,1,0,0,24,66,12,0.36,0.64,0,0,0,0,1,0,4,3,0,'4-3-0,0.571,449,449,27,2,40,5.24,11.225,1.467,1.379,0.675,0.025,0.05,6.62,0.05,6.62,11.22,9.81,0.042,3.38,91,5,0.05,611,6.71,49,7.571428571,39,3,375.8571429,34.14285714,24.85714286,9.285714286,263,310.8571429,263,112.2857143,26.57142857,112.8571429,2.428571429,13,7.571428571,6,6.428571429,0.714285714,0.428571429,1.285714286,2.142857143,0,1,0.571428571,0.571428571,0.571428571,0.142857143,0
2023,8,BUF,REG,60,27,45,3,439,39,31,8,324,239,324,154,26,115,2,16,8,7,6,0,1,1,2,0,1,1,0,0,1,0,24,0,3,1,4,4,42,4,1,0,25,68,12,0.37,0.62,1,0,0,0,0,0,5,3,0,'5-3-0,0.625,239,239,31,2,39,6.46,6.128,0.781,1.345,0.795,0.026,0.051,8.31,0.051,8.31,6.13,10.45,0.038,4.42,96,5,0.05,763,7.95,50.375,10,39.75,3,383.75,34.75,25.625,9.125,270.625,301.875,270.625,117.5,26.5,113.125,2.375,13.375,7.625,6.125,6.375,0.625,0.5,1.25,2.125,0,1,0.625,0.5,0.5,0.25,0
2023,9,BUF,REG,52,23,45,5,326,37,26,11,258,300,258,141,16,68,1,11,9,7,5,0,0,1,1,0,1,1,1,1,0,0,18,0,1,1,5,2,40,3,0,0,16,56,10,0.29,0.71,0,0,0,0,1,0,5,4,0,'5-4-0,0.556,300,300,26,1,37,5.82,8.108,0.98,1.276,0.703,0.027,0.027,6.97,0.027,6.97,8.11,9.92,0.062,4.25,79,3,0.04,584,7.39,50.55555556,11.44444444,40.33333333,3.222222222,377.3333333,35,25.66666667,9.333333333,269.2222222,301.6666667,269.2222222,120.1111111,25.33333333,108.1111111,2.222222222,13.11111111,7.777777778,6.222222222,6.222222222,0.555555556,0.444444444,1.222222222,2,0,1,0.666666667,0.555555556,0.555555556,0.222222222,0
2023,10,BUF,REG,42,21,28,1,369,24,15,9,177,226,177,83,26,192,0,6,12,3,5,0,1,2,1,0,2,3,2,2,1,0,22,0,2,0,5,3,27,3,0,0,26,53,10,0.49,0.51,0,1,0,0,0,0,5,5,0,'5-5-0,0.5,226,226,15,1,24,6.96,9.417,0.739,0.828,0.625,0.083,0.042,7.38,0.042,7.38,9.42,11.8,0.077,7.38,65,4,0.06,546,8.4,49.7,12.4,39.1,3,376.5,33.9,24.6,9.3,260,294.1,260,116.4,25.4,116.5,2,12.4,8.2,5.9,6.1,0.5,0.5,1.3,1.9,0,1.1,0.9,0.7,0.7,0.3,0
2023,11,BUF,REG,59,6,35,2,405,31,20,11,275,228,275,190,38,130,5,10,9,5,8,1,0,0,3,0,1,1,0,1,0,1,32,0,3,4,2,7,33,3,2,0,36,71,12,0.51,0.46,1,0,0,0,0,0,6,5,0,'6-5-0,0.545,228,228,20,3,31,5.7,7.355,0.745,1.069,0.645,0.032,0.097,8.87,0.097,8.87,7.35,13.75,0,3.42,89,6,0.07,680,7.64,50.54545455,11.81818182,38.72727273,2.909090909,379.0909091,33.63636364,24.18181818,9.454545455,261.3636364,288.0909091,261.3636364,123.0909091,26.54545455,117.7272727,2.272727273,12.18181818,8.272727273,5.818181818,6.272727273,0.545454545,0.454545455,1.181818182,2,0,1.090909091,0.909090909,0.636363636,0.727272727,0.272727273,0.090909091
2023,12,BUF,REG,68,5,57,5,512,50,29,21,339,407,339,145,40,173,3,15,13,13,9,1,0,2,2,0,1,0,0,0,0,0,34,0,4,4,7,5,52,4,1,0,39,92,19,0.42,0.57,0,0,0,0,1,0,6,6,0,'6-6-0,0.5,407,407,29,2,50,5.57,8.14,1.33,1.724,0.58,0.02,0.04,6.78,0.04,6.78,8.14,11.69,0.05,4.32,119,6,0.05,851,7.15,52,11.25,40.25,3.083333333,390.1666667,35,24.58333333,10.41666667,267.8333333,298,267.8333333,124.9166667,27.66666667,122.3333333,2.333333333,12.41666667,8.666666667,6.416666667,6.5,0.583333333,0.416666667,1.25,2,0,1.083333333,0.833333333,0.583333333,0.666666667,0.25,0.083333333
2023,14,BUF,REG,60,2,48,4,351,41,23,18,233,347,233,147,28,118,0,12,8,6,9,1,0,1,1,0,1,1,0,0,1,1,20,0,2,2,4,5,44,4,2,1,26,73,12,0.36,0.6,0,0,0,1,0,0,7,6,0,'7-6-0,0.538,347,347,23,1,41,4.81,8.463,1.134,1.414,0.561,0.024,0.024,5.68,0.024,5.68,8.46,10.13,0.036,4.21,92,3,0.03,584,6.35,52.61538462,10.53846154,40.84615385,3.153846154,387.1538462,35.46153846,24.46153846,11,265.1538462,301.7692308,265.1538462,126.6153846,27.69230769,122,2.153846154,12.38461538,8.615384615,6.384615385,6.692307692,0.615384615,0.384615385,1.230769231,1.923076923,0,1.076923077,0.846153846,0.538461538,0.615384615,0.307692308,0.153846154
2023,15,BUF,REG,44,2,19,3,360,15,7,8,94,118,94,47,49,266,1,5,20,5,4,0,0,3,1,0,0,1,0,1,0,0,31,0,4,1,3,4,16,2,3,0,46,65,10,0.71,0.25,1,0,0,0,0,0,8,6,0,'8-6-0,0.571,118,118,7,1,15,5.54,7.867,0.386,0.517,0.467,0,0.067,6.27,0.067,6.27,7.87,13.43,0.061,5.43,71,5,0.07,454,6.39,52,9.928571429,39.28571429,3.142857143,385.2142857,34,23.21428571,10.78571429,252.9285714,288.6428571,252.9285714,120.9285714,29.21428571,132.2857143,2.071428571,11.85714286,9.428571429,6.285714286,6.5,0.571428571,0.357142857,1.357142857,1.857142857,0,1,0.857142857,0.5,0.642857143,0.285714286,0.142857143
2023,16,BUF,REG,32,0,23,2,342,20,15,5,237,277,237,83,30,105,2,11,5,5,5,0,0,2,1,0,1,2,1,2,0,0,24,0,3,1,7,4,22,4,0,0,30,52,15,0.58,0.42,0,0,0,1,0,0,9,6,0,'9-6-0,0.6,277,277,15,1,20,6.58,13.85,0.905,0.69,0.75,0.05,0.05,11.85,0.05,11.85,13.85,15.8,0.067,3.5,65,4,0.06,579,8.91,50.66666667,9.266666667,38.2,3.066666667,382.3333333,33.06666667,22.66666667,10.4,251.8666667,287.8666667,251.8666667,118.4,29.26666667,130.4666667,2.066666667,11.8,9.133333333,6.2,6.4,0.533333333,0.333333333,1.4,1.8,0,1,0.933333333,0.533333333,0.733333333,0.266666667,0.133333333
2023,17,BUF,REG,54,5,34,3,296,29,15,14,169,336,169,61,37,127,2,8,10,7,8,0,0,2,0,0,1,2,0,2,0,0,21,0,3,2,4,2,31,6,2,0,35,68,15,0.51,0.46,1,0,0,0,0,0,10,6,0,'10-6-0,0.625,336,336,15,0,29,4.35,11.586,1.098,1,0.517,0.034,0,5.83,0,5.83,11.59,11.27,0.054,3.43,81,2,0.02,465,5.74,50.875,9,37.9375,3.0625,376.9375,32.8125,22.1875,10.625,246.6875,290.875,246.6875,114.8125,29.75,130.25,2.0625,11.5625,9.1875,6.25,6.5,0.5,0.3125,1.4375,1.6875,0,1,1,0.5,0.8125,0.25,0.125
2023,18,BUF,REG,57,7,45,4,487,36,30,6,359,368,359,136,36,128,3,14,11,9,6,1,2,0,2,0,2,1,1,1,0,0,15,0,3,0,3,3,41,1,2,0,34,77,7,0.44,0.53,0,0,0,1,0,0,11,6,0,'11-6-0,0.647,368,368,30,2,36,6.32,10.222,1.203,1.241,0.833,0.056,0.056,9.97,0.056,9.97,10.22,11.97,0,3.56,102,4,0.04,846,8.29,51.23529412,8.882352941,38.35294118,3.117647059,383.4117647,33,22.64705882,10.35294118,253.2941176,295.4117647,253.2941176,116.0588235,30.11764706,130.1176471,2.117647059,11.70588235,9.294117647,6.411764706,6.470588235,0.529411765,0.411764706,1.352941176,1.705882353,0,1.058823529,1,0.529411765,0.823529412,0.235294118,0.117647059
2023,1,CAR,REG,74,7,42,2,300,36,20,16,146,281,146,92,32,154,4,9,9,5,9,0,2,0,1,0,2,2,1,1,1,0,10,0,1,1,5,7,40,5,0,0,32,72,12,0.44,0.56,0,0,0,0,1,0,0,1,0,'0-1-0,0,281,281,20,1,36,4.17,7.806,0.743,1.161,0.556,0.056,0.028,4.06,0.028,4.06,7.81,7.3,0,4.81,88,2,0.02,446,5.07,74,7,42,2,300,36,20,16,146,281,146,92,32,154,4,9,9,5,9,0,2,0,1,0,2,2,1,1,1,0
2023,2,CAR,REG,53,4,40,2,253,33,22,11,153,258,153,79,19,100,1,8,4,4,10,1,0,0,1,0,0,1,1,1,0,0,17,0,0,3,5,5,38,5,0,0,19,57,13,0.33,0.67,0,1,0,0,0,0,0,2,0,'0-2-0,0,258,258,22,1,33,4.44,7.818,0.683,1.065,0.667,0,0.03,4.64,0.03,4.64,7.82,6.95,0,5.26,74,2,0.03,406,5.49,63.5,5.5,41,2,276.5,34.5,21,13.5,149.5,269.5,149.5,85.5,25.5,127,2.5,8.5,6.5,4.5,9.5,0.5,1,0,1,0,1,1.5,1,1,0.5,0
2023,3,CAR,REG,76,11,62,1,405,58,34,24,361,477,361,128,14,44,1,17,3,10,9,0,1,1,2,0,0,0,0,0,0,0,27,0,3,3,9,12,61,5,0,0,14,75,20,0.19,0.81,0,0,0,0,1,0,0,3,0,'0-3-0,0,477,477,34,2,58,5.4,8.224,1.262,1.871,0.586,0,0.034,6.22,0.034,6.22,8.22,10.62,0.071,3.14,106,5,0.05,766,7.23,67.66666667,7.333333333,48,1.666666667,319.3333333,42.33333333,25.33333333,17,220,338.6666667,220,99.66666667,21.66666667,99.33333333,2,11.33333333,5.333333333,6.333333333,9.333333333,0.333333333,1,0.333333333,1.333333333,0,0.666666667,1,0.666666667,0.666666667,0.333333333,0
